3.716897571989077733e+03,9.760800353735904267e+00,5.588453547484109940e+00,1.057700273031511075e-02,1.761990784440679164e-02,1.244582486153041762e-02,1.746787095103864706e-02,1.785180016690405755e-02
4.257015423867725985e+03,3.578411450135919658e+00,7.885309790000838426e+00,1.167307677262494590e-02,9.618391803628034351e-03,6.080764776399211202e-03,9.062488985699656066e-03,4.343503648627778518e-03
4.338742247949065131e+03,2.296775272696321757e+00,5.297103970920221450e+00,1.135490781691242401e-02,1.596447452836089603e-02,4.986157025275007523e-03,9.081061914748379121e-03,3.248110723391910842e-03
3.657242409236230742e+03,9.866442160110167947e+00,4.226320033401960607e+00,3.048236783450074955e-03,4.232444059385245122e-03,5.158462661243604086e-03,9.864489917472445829e-03,1.657590732468225761e-02
2.694148131820339586e+03,7.061420972850396716e+00,6.485694663616599520e+00,8.717326094016958349e-04,5.703064242686942467e-03,1.194757047346906194e-02,1.475099071304722745e-02,4.637807456025971192e-03
3.386654365372074608e+03,8.513711230029965549e+00,6.390917690368421944e+00,5.383896998831749076e-03,1.130084191591934628e-02,1.424404457357688822e-02,3.882770939122585918e-03,1.182681057814874079e-02
1.804512737574935727e+03,5.058753679231425160e+00,5.000173130366652785e+00,3.398767829273979801e-03,1.972972541394538495e-02,1.107083790584921859e-02,1.964281760783183339e-02,6.853374856134171120e-03
2.494249074344208566e+03,3.508920652644051508e+00,3.727563045185979362e+00,1.062791837622548488e-02,1.164814592244430534e-02,1.520440150226707449e-02,3.417202842689093245e-03,7.032535092954993877e-03
1.817847983868437041e+03,2.770090129850797389e+00,5.758539395479281175e+00,2.020516177650352740e-04,1.318467329262743015e-02,1.585208093976133228e-02,4.586718857115042181e-03,1.613464613660818558e-02
3.268744928228964454e+03,4.749350950452987163e+00,5.083740383225892501e+00,1.104634681596104902e-02,1.552415727330574632e-02,8.673252492515158216e-03,5.420800505883494741e-03,1.419534758853799317e-03
2.464621392972600916e+03,9.487987675515920927e+00,9.852007563990515138e+00,1.817209935511702665e-02,1.439333575385975950e-02,3.491460210909812234e-04,4.151750246465357730e-03,1.794476134795675026e-02
2.609812273387045025e+03,9.443992668862968287e+00,4.884263378225416119e+00,1.140444540307852979e-02,1.705015452383533414e-02,3.591278615178258860e-03,8.800623259968479509e-03,1.980027374172998664e-02
2.822721419497165698e+03,2.917573201938696847e+00,6.822029856346257581e+00,9.985540053488759643e-03,1.384454498709497550e-03,5.520532146814343538e-03,2.870958847467717373e-03,7.463107626317735596e-03
4.459852347536238995e+03,3.078759015163928581e+00,2.163842211245520453e+00,1.523005293572145778e-02,1.132901496008240430e-02,5.357598484199060929e-03,1.126238895612656672e-02,1.521396716097698359e-02
2.761094050144525681e+03,6.405367669601797154e+00,9.063713605635740578e+00,7.098538334614651682e-03,1.550816446077948017e-02,1.798846803121723070e-02,1.309337742968693860e-02,1.220107263251509616e-02
4.055720742076085571e+03,8.252936345057698020e+00,3.713228639220853999e+00,1.689690571268279151e-02,1.942990893075617620e-02,7.240945313629093549e-03,5.784581680118649344e-03,1.427523954840028385e-02
2.499333529006950812e+03,6.213004228913266758e+00,1.084447909613434469e+01,7.448850773302095885e-03,8.903460057324437057e-03,5.433889948708041720e-03,9.763672414773149136e-03,4.628634877310890128e-03
1.758342583755093528e+03,2.043138752939317904e+00,2.088347902965244529e+00,7.582011758432398094e-03,9.441032540457340583e-04,9.712439039829406928e-03,2.294409249270362022e-03,1.971183630871667369e-02
2.073355237399896851e+03,4.956285318377825710e+00,1.160510636275609286e+01,1.023677504883796670e-02,1.789991302323220429e-02,1.572687901426664259e-02,8.586555185365983903e-03,1.312010121948124428e-02
3.777794724854912147e+03,7.967153079125901094e+00,1.129105912417903035e+01,1.487445871710829301e-02,1.256575433369395631e-02,1.494593946419695007e-02,1.456378551579036798e-02,1.009210359071867000e-02
1.765962216070769728e+03,8.248070660810563837e+00,4.713538672179184985e+00,8.027670312868879013e-03,1.550638185795176829e-02,1.433003192075792132e-02,1.322885005051888455e-02,9.000673243778754828e-03
3.419150991940982749e+03,4.752493022650712717e+00,9.248923021578544734e+00,1.217521858252915840e-02,1.963597519081948517e-02,7.621249012348434854e-03,2.528216885763212574e-04,5.836203250248696642e-03
4.135970856078525685e+03,4.917130789798616952e+00,1.151635670748393814e+01,8.060361295661819941e-03,6.694380264914669837e-03,1.237292938990122021e-02,1.521210028717625423e-02,1.467260184985802463e-03
2.169239011150332772e+03,9.915999967248279034e+00,3.207084187510895301e+00,1.826167233456236702e-02,2.578731520301628943e-03,1.672281187140063630e-02,4.362106508647788095e-03,1.690626873239110470e-02
3.283184220238747002e+03,5.533218311122734434e+00,7.262624019186507240e+00,1.381499483241601170e-02,6.638392197969947631e-03,8.081676839617541602e-03,1.393999165294707888e-02,1.505957145267374994e-02
2.523415658989195890e+03,2.299968690546241312e+00,8.547217125309224173e+00,1.913244980907652382e-02,8.572049743425028123e-03,1.016025627564615293e-02,1.089329819161662105e-03,1.828660600035293682e-02
1.872273687987870289e+03,4.280990432922466837e+00,4.225531932260220280e+00,5.022225869402444087e-03,2.904933885259190773e-03,6.257246613279763073e-03,3.340083406034668329e-03,3.308241330186017376e-03
3.632590442640462243e+03,6.663033397839043914e+00,2.245444091408612231e+00,1.043966045314478376e-02,1.463687100183314396e-02,6.627969870358052171e-03,2.758311358473326813e-03,1.301327301077584431e-03
